title,category,lang
У Німеччині продовжують локдаун на три тижні,Коронавірус,uk
Миколаїв вводить жорсткий локдаун,Коронавірус,uk
МОЗ оновило перелік карантинних зон: &quot;червоні&quot; вже 13 регіонів,Коронавірус,uk
"Маски в громадських місцях необхідні у разі неможливості дотримуватися соціальної дистанції, - КМДА",Коронавірус,uk
В Україні за добу зафіксовано 13 276 нових випадків інфікування COVID-19,Коронавірус,uk
"У Києві можуть ввести локдаун і зупинити транспорт, якщо ситуація з COVID не покращиться",Коронавірус,uk
У Києві за добу зафіксували 1164 випадки коронавірусу,Коронавірус,uk
У Запоріжжі відзавтра введуть жорсткий карантин,Коронавірус,uk
"У КМДА пояснили, як отримати спецперепустки на транспорт у Києві",Коронавірус,uk
"В Україні буде можливість вакцинувати 50% населення до кінця року, - Ляшко",Коронавірус,uk
Зеленський підписав закон про постачання вакцини проти COVID-19 за програмою COVAX,Коронавірус,uk
"Мобільний COVID-госпіталь на Прикарпатті згортають, він з'явиться на Хмельниччині",Коронавірус,uk
Степанов заявив про неможливість збільшити кількість ліжок з киснем для пацієнтів із COVID-19,Коронавірус,uk
На Житомирщині виявлено &quot;британський&quot; штам коронавірусу,Коронавірус,uk
На Вінниччині посилюють карантинні обмеження,Коронавірус,uk
У Німеччині набирає обертів корупційний скандал щодо закупівель масок,Коронавірус,uk
"Уряд може зупинити транспорт, якщо ситуація буде критичною, - Степанов",Коронавірус,uk
В Україні за добу виявили 17 424 випадки коронавірусу,Коронавірус,uk
Львівщина: 1407 нових виявлених хворих Covid-19 за добу і робота в режимі 24/7,Коронавірус,uk
В Україні за добу від COVID-19 вакцинували майже 18 тисяч людей,Коронавірус,uk
В Україні за добу виявили 11 932 випадки коронавірусу,Коронавірус,uk
Секретар РНБО не виключає введення загальнодержавного локдауна,Коронавірус,uk
Через ситуацію в Суецькому каналі затримується доставка кисневих місткостей для &quot;ковідних&quot; лікарень Харківської області,Коронавірус,uk
В Україні за добу зафіксували 11 226 нових випадків COVID-19,Коронавірус,uk
На Закарпатті до 5 квітня продовжили обмеження на пасажирські перевезення,Коронавірус,uk
"У МОЗ працюють над створенням програми допомоги українцям, які перехворіли на коронавірус",Коронавірус,uk
У Києві за добу підтвердили 374 випадки коронавірусу,Коронавірус,uk
Кількість заражень COVID-19 у світі перевищила 126 мільйонів,Коронавірус,uk
Німеччина вимагатиме негативний тест на коронавірус в усіх іноземців,Коронавірус,uk
Разумков вважає всеукраїнський локдаун теоретично можливим,Коронавірус,uk
"В Україні наразі не планують вводити локдаун на загальнонаціональному рівні, - ОПУ",Коронавірус,uk
"Львівський міський голова: Будь ласка, не поповнюйте ковідну статистику!",Коронавірус,uk
"У Великій Британії 12 квітня відновлять роботу паби, магазини і перукарні",Коронавірус,uk
Львівський міський голова: Послаблення карантину не передбачається,Коронавірус,uk
ЕМА заявляє про зв'язок між вакциною AstraZeneca і утворенням тромбів,Коронавірус,uk
У Харкові вакцинувався від COVID-19 найстаріший тенісист України,Коронавірус,uk
Разумков допустив введення НС в Україні через COVID-19,Коронавірус,uk
На нараді у Глави держави обговорили підтримку бізнесу в &quot;червоних&quot; зонах,Коронавірус,uk
ВООЗ оприлюднила доповідь про походження коронавірусу,Коронавірус,uk
Карантинні обмеження у Києві можуть посилити у п'ятницю,Коронавірус,uk
В ОП закликали терміново виправити ситуацію зі спецперепустками на транспорт у Києві,Коронавірус,uk
У Львові від COVID-19 померла відома художниця Вікторія Ковальчук,Коронавірус,uk
Три області України близькі до &quot;червоної&quot; зони карантину,Коронавірус,uk
У Києві з 5 квітня посилюють карантинні обмеження,Коронавірус,uk
Львів: готовність розгорнути 3000 ковідних ліжок і резерв з 500 лікарів,Коронавірус,uk
"Херсонщина залишається у &quot;жовтій&quot; зоні, але &quot;ситуація стрімко погіршується&quot;",Коронавірус,uk
Всесвітня організація охорони здоров'я не підтримує запровадження паспортів вакцинації,Коронавірус,uk
В лабораторії Лондона підтвеpдили циркуляцію бpитанського штаму в Україні,Коронавірус,uk
Україна уклала договір із Pfizer на постачання 10 мільйонів доз вакцини,Коронавірус,uk
В Україні за добу виявили 10 179 нових випадків COVID-19,Коронавірус,uk
У Києві відсьогодні посилили карантинні обмеження,Коронавірус,uk
Степанов прогнозує подолання COVID-19 в Україні до кінця 2021 року,Коронавірус,uk
У США від COVID вакцинували понад понад 96 мільйонів осіб,Коронавірус,uk
В Україні за добу виявили 17 569 нових випадків COVID-19,Коронавірус,uk
Показник COVID-госпіталізацій перевищено вже в 22 регіонах України,Коронавірус,uk
В Україні за добу зафіксували 13 738 нових випадків COVID-19,Коронавірус,uk
Франція прискорює темпи вакцинації громадян,Коронавірус,uk
Держкомісія ТЕБ та НС встановила у Запорізькій та Хмельницькій областях &quot;червоний&quot; рівень епідемічної небезпеки з 9 квітня,Коронавірус,uk
Глава МОЗ прогнозує третю хвилю коронавірусу,Коронавірус,uk
Минулої доби від COVID-19 в Україні вакцинувалися 1 258 людей,Коронавірус,uk
У Києві видали понад 400 тисяч спецперепусток для проїзду в громадському транспорті,Коронавірус,uk
"Усі вакцини AstraZeneca проти COVID-19 є взаємозамінними незалежно від країни виробництва, - МОЗ",Коронавірус,uk
Під час COVID-вакцинації в Україні зафіксували 816 випадків побічних реакцій,Коронавірус,uk
"Степанов вважає, що зростання захворюваності на COVID-19 буде ще протягом 10 днів",Коронавірус,uk
Закарпаття вийшло на показники &quot;помаранчевої&quot; зони,Коронавірус,uk
"Низькі темпи вакцинації в Україні від COVID пов'язані з нестачею вакцин, - заступник голови ОП",Коронавірус,uk
У світі зафіксували понад 134 мільйона випадків коронавірусу,Коронавірус,uk
В Україні за добу підтвердили 19 676 випадків коронавірусу,Коронавірус,uk
На дистанційне навчання через поширення коронавірусу перейшли майже 5 тисяч шкіл,Коронавірус,uk
В Одесі розгортають додаткові ліжка для пацієнтів з коронавірусом,Коронавірус,uk
У Слов'янську відбудуться антитерористичні навчання,Коронавірус,uk
Прем’єр Польщі Моравецький пішов на самоізоляцію,Коронавірус,uk
Новий рекорд: в Україні за добу зафіксували 6410 нових випадків зараження COVID-19,Коронавірус,uk
"В Україні за добу виявлено 4 420 нових випадків коронавірусу, 903 людини одужали",Коронавірус,uk
Німеччина і Польща вводять нові обмеження в боротьбі з COVID-19,Коронавірус,uk
Коронавірус здатний проникати у центральну нервову систему людини,Коронавірус,uk
Бельгія вводить комендантську годину і закриває ресторани через посилення пандемії,Коронавірус,uk
Степанов заявив про можливість залучення студентів-медиків для боротьби з COVID-19,Коронавірус,uk
В ЄС визначили критерії для обмеження вільного пересування,Коронавірус,uk
"Уряд збільшив доплати військовим та медикам, задіяним у боротьбі з COVID-19",Коронавірус,uk
"Степанов: Ситуація з COVID-19 серйозніша, ніж будь-коли з початку епідемії",Коронавірус,uk
"В Україні оновили карантинні зони: Київ у ""помаранчевій"" зоні, Канів і Суми - у ""червоній""",Коронавірус,uk
В українській армії зафіксовано 915 хворих на COVID-19,Коронавірус,uk
На Львівщині число нових виявлених інфікованих COVID-19 за минулу добу зросло у півтора раза,Коронавірус,uk
МОЗ повідомляє про понад 60% зайнятих ліжок у COVID-лікарнях,Коронавірус,uk
"Кабмін: Виші й ПТУ перейдуть на дистанційне навчання з 15 жовтня по 15 листопада, студентам з окупованих територій виїжджати з гуртожитків не",Коронавірус,uk
У футболіста Роналду виявили коронавірус,Коронавірус,uk
В Україні за добу виявлено 10 136 нових випадків COVID-19,Коронавірус,uk
Данія припиняє вакцинацію від COVID препаратом AstraZeneca,Коронавірус,uk
&quot;Укрзалізниця&quot; не обмежуватиме висадку і посадку в Києві до спеціального розпорядження,Коронавірус,uk
У Києві за добу коронавірус підтвердили у 502 людей,Коронавірус,uk
"В Україні лікарняні ліжка для хворих на COVID-19 заповнені на 62,3%",Коронавірус,uk
"Кличко заявляє, що медична система столиці близька до колапсу",Коронавірус,uk
В Ізраїлі з неділі суттєво послаблять коронавірусні обмеження,Коронавірус,uk
Єврокомісія затвердила вже третю угоду про постачання вакцини від коронавірусу,Коронавірус,uk
Польща не виключає введенння надзвичайного стану через пандемію,Коронавірус,uk
"У Харкові лікарні на 100% заповнені  пацієнтами з СOVID-19, - голова ОДА",Коронавірус,uk
В Україні за добу зафіксовано 4 768 випадків коронавірусу,Коронавірус,uk
У Франції за добу виявили майже 27 тисяч випадків COVID-19,Коронавірус,uk
Українці матимуть можливість безкоштовно здавати СOVID-тести у приватних лабораторіях,Коронавірус,uk
У львівській лікарні встановили унікальну систему масового температурного скринінгу,Коронавірус,uk
МОЗ має намір залучити ліжковий фонд Академії медичних наук до лікування пацієнтів із COVID-19,Коронавірус,uk
"Прем'єр закликав Київ, Суми та Харків самостійно посилити карантин",Коронавірус,uk
В Іспанії відбулися антиурядові протести через локдаун у Мадриді,Коронавірус,uk
МОЗ оновило перелік карантинних зон: &quot;червоні&quot; Київ та 12 областей,Коронавірус,uk
У Львові жорсткий карантин продовжено до 19 квітня,Коронавірус,uk
Зеленському показали результати доклінічної фази дослідження можливої української вакцини проти COVID-19,Коронавірус,uk
В Україні виявлено 5 426 нових випадків коронавірусу,Коронавірус,uk
В Україні за добу зафіксували 5 590 нових випадків COVID-19,Коронавірус,uk
Київським школам рекомендують розпочати осінні канікули з 21 жовтня,Коронавірус,uk
Міністерство освіти просить школи тимчасово перейти на дистанційне навчання,Коронавірус,uk
Іракські об’єкти історичної спадщини страждають від грабунків на тлі пандемії,Коронавірус,uk
Мінфін: З COVID-фонду вже витрачено майже половину коштів,Коронавірус,uk
"До порядку саміту ЄС включено Brexit, захист клімату та пандемію COVID-19",Коронавірус,uk
"В Україні наступного тижня можуть з’явитися нові експрес-тести на COVID-19, – Ляшко",Коронавірус,uk
За добу в Україні підтверджено 7 014 нових випадків COVID-19,Коронавірус,uk
У Чехії за добу зафіксовано понад 11 тисяч випадків COVID-19,Коронавірус,uk
"Львівський міський голова: Не можна вводити нерозумні рішення для бізнесу, адже податки мають сплачуватись",Коронавірус,uk
МОЗ рекомендує почати канікули в школах з 15 жовтня,Коронавірус,uk
"Опитування 25 жовтня є формою безпосередньої демократії, - Офіс президента",Політика,uk
Україна отримала ноту протесту через указ Зеленського щодо IT-фахівців з Білорусі,Політика,uk
Зеленський анонсував опитування у день виборів 25 жовтня,Політика,uk
Україна та Туреччина уклали низку угод у галузі оборони,Політика,uk
"Україна приєднається до санкцій ЄС проти Білорусі, - Кулеба",Політика,uk
Зеленський у п'ятницю відвідає з робочим візитом Туреччину,Політика,uk
Стефанішина: саміт Україна-ЄС приніс нову енергетику у двосторонні відносини,Політика,uk
Данілов назвав виробництво високоточної зброї серед пріоритетів державної політики,Політика,uk
"Рада зможе розглянути державний бюджет на початку листопада, - Разумков",Політика,uk
"Іран готовий забезпечити однаковий розмір компенсації родичам всіх жертв катастрофи МАУ, - Єнін",Політика,uk
"Facebook заблокував 2,2 млн рекламних постів, що стосувались виборів у США",Політика,uk
"Влада зробить усе можливе, щоб притягнути до відповідальності винних у втручанні у вибори в США, - Єрмак",Політика,uk
Україна і Туреччина підписали низку угод про співробітництво у військовій та оборонній сфері,Політика,uk
У ПАРЄ вважають поганим сигналом вихід Росії з переговорів про МН17,Політика,uk
Офіс генпрокурора відстояв у Верховному Суді 1 мільярд активів держави у справі ПриватБанку,Політика,uk
Посол Великої Британії: РФ повинна вийти з Донбасу та повернути Крим Україні,Політика,uk
Новим генсеком ОБСЄ стала дипломатка з ФРН Хельга Шмід,Політика,uk
"Зеленський ушанував пам’ять воїнів, загиблих за незалежність України",Події,uk
"Харьков попал в ""красную"" зону карантина",Події,uk
"На Вінниччині відкрили меморіал ""Борцям за незалежність України""",Події,uk
"Урядова комісія встановила причини авіакатастрофи ""Ан-26"", – Уруський",Події,uk
Автокефалію ПЦУ визнала ще одна церква,Події,uk
Кількість загиблих від землетрусу у турецькому Ізмірі сягнула 79 осіб,Події,uk
Комітет Ради з питань свободи слова обговорить рішення суду щодо книги про Стуса,Події,uk
Президент взяв участь у церемонії вшанування пам’яті Героїв Крут,Події,uk
"Україна презентувала в Туреччині всюдихід &quot;Шерп&quot;, який не має аналогів у світі",Події,uk
Жіноча збірна України з футболу розгромила збірну Греції у відборі на Євро-2022,Події,uk
У результаті вибуху на газопереробній станції під Харковом загинуло двоє людей,Події,uk
"У Києві поліцейські затримали чоловіка, який повідомив про замінування кількох об’єктів",Події,uk
У Республіці Корея відкрилося почесне консульство України,Події,uk
"У Федерації профспілок України заявляють, що суд заарештував Будинок профспілок та іншу нерухомість",Події,uk
У Хмельницькому СБУ заблокувала створення фейкової міськради,Події,uk
У Ліоні невідомий тяжко поранив православного священика біля церкви,Події,uk
Тіла двох загиблих від вибуху під Харковом залишаються під завалами,Події,uk
Помер один із постраждалих унаслідок вибуху на газорозподільній станції на Харківщині,Події,uk
Співробітники Харківгазу здають кров для постраждалих від вибуху,Події,uk
Сьогодні Україна відзначає День Гідності та Свободи,Події,uk
У Києві помолилися за полеглих під час Революції Гідності,Події,uk
Президент України вшанував пам'ять героїв Небесної сотні,Події,uk
Посол Британії про звільнення Марківа: Справедливість є і за неї варто боротися,Події,uk
СБУ викрила розкрадання комплектуючих для гвинтокрилів,Події,uk
"Окупанти відмовили у пропуску усім, хто намагався перейти КПВВ ""Щастя""",Події,uk
Зеленський зустрівся з нацгвардійцем Марківим,Події,uk
У Японії офіційно оголосили ім'я наступного спадкоємця престолу,Події,uk
Кличко привітав Байдена з перемогою на виборах,Події,uk
СБУ почала кримінальне провадження щодо Шарія,Події,uk
Україна та ВООЗ підписали угоду про співпрацю,Події,uk
Львів'янка Старікова стала чемпіонкою Європи з велотреку,Події,uk
Митрополит Епіфаній нагородив нацгвардійця Марківа орденом  святого Архистратига Михаїла,Події,uk
"У Києві відбулась акція ""Порожні стільці"" на підтримку українських політв’язнів",Події,uk
"У Малі французькі військові ліквідували ватажка ""Аль-Каїди""",Події,uk
"Радники Трампа переконали його відмовитися від нанесення ударів по ядерному об'єкту Ірану, - ЗМІ",Події,uk
"У Кропивницькому повідомили про замінування приміщення, де відбувалася сесія обласної ради",Події,uk
"Посольство США закликало Росію та її ""поплічників"" відкрити всі КПВВ на Донбасі",Події,uk
"Зеленський присвоїв звання Героїв України членам екіпажу збитого в Ірані літака ""МАУ""",Події,uk
Померлого в Москві Романа Віктюка поховають у Львові 23 листопада,Події,uk
Військове керівництво привітало сержантів із професійним святом,Події,uk
Причиною масштабних пожеж на Луганщині було розкрадання пального для машин ДСНС,Події,uk
"Сполучені Штати підтримують Україну та пов’язані з Євромайданом надії, – Посольство",Події,uk
Україна виборола три золоті медалі на ЧЄ з художньої гімнастики,Події,uk
"Вселенський Патріарх повідомив, що відвідає Україну на День Незалежності",Події,uk
"""Укроборонпром"" планують ліквідувати наступного року, його трансформацію обговорить РНБО",Події,uk
У столиці України стартував чемпіонат Європи з художньої гімнастики,Події,uk
Іран виділить €200 млн на компенсації за катастрофу МАУ,Події,uk
"В Україну повернулися двоє громадян, яких три роки утримували в Іраку",Події,uk
Україна вперше прийме чемпіонат Європи з бадмінтону,Події,uk
"Балух готується до наступної операції, - Сенцов",Події,uk
У джунглях Амазонії виявили тисячі доісторичних малюнків,Події,uk
У Росії висунули обвинувачення нацгвардійцю Марківу,Події,uk
РНБО запровадила санкції проти 19 компаній зі сфери надрокористування,Події,uk
"Зеленський призначив директором ""Укроборонпрому"" екс-голову Херсонської обладміністрації Гусєва",Події,uk
У Рівному провели операцію з пересадки серця,Події,uk
Володимира Кличка можуть включити до Міжнародного залу боксерської слави,Події,uk
Володимир Кличко увійшов до Міжнародного залу боксерської слави,Події,uk
"Зеленський присвоїв звання Героя України загиблому бійцеві ""Айдара""",Події,uk
"Марків передав до Національного музею України вишиванку, в якій був на суді в Італії",Події,uk
Андрій Садовий вчетверте склав присягу міського голови Львова,Події,uk
У Конго загинув український миротворець Олександр Мулявка,Події,uk
"У ЗСУ Зеленському показали тренажер, який відтворює реальні бойові дії",Події,uk
Президент відзначив держнагородами воїнів Сухопутних військ,Події,uk
Щастинське бюро правової допомоги тепер працює на КПВВ,Події,uk
"Зеленський нагородив Марківа орденом ""За мужність""",Події,uk
"Британія очолила групу послів країн ""Великої сімки"" із підтримки України",Події,uk
На Україну вперше покладено відповідальність за фінансові аспекти роботи Постійного арбітражного суду в Гаазі,Події,uk
Представники ВООЗ Клюге і Вайлер прибули в Україну з офіційним візитом,Події,uk
"Оприлюднено імена українців, врятованих з суховантажу, затонулого біля Туреччини",Події,uk
Україна відреагувала на рішення Ірану щодо виплати компенсації за збиття літака МАУ,Події,uk
"Французька компанія Мішлен виправила реліз, де борщ назвали російською стравою",Події,uk
"Україна хоче без суду вирішити з Іраном ситуацію з МАУ, - Єнін",Події,uk
Папа Франциск згадав Україну у різдвяному посланні,Події,uk
"В Україну повертаються моряки, яких утримували в Лівії з 2016 року",Події,uk
Жіноча збірна юніорів України стала чемпіоном Європи зі спортивної гімнастики,Події,uk
"Епіфаній: цей рік допоміг усвідомити, наскільки неоціненним є здоров'я",Події,uk
Зеленський змінив заступницю голови Офісу президента,Події,uk
"Іранська сторона не надсилала звіт про катастрофу літака МАУ, - Єнін",Події,uk
"Пам'ять полеглих ""кіборгів"" вшанували у 93-тій бригаді Холодний Яр",Події,uk
"Іран представив остаточний звіт про катастрофу літака МАУ, - ЗМІ",Події,uk
Трамп ветував військовий бюджет США на 2021 рік,Події,uk
Прикордонники на сході України отримали Вифлеємський Вогонь Миру,Події,uk
Помер перший глава МЗС України Анатолій Зленко,Події,uk
В річницю катастрофи літака МАУ в Ірані п'ять країн зробили заяву,Події,uk
"В Україну повернулися моряки, яких майже 5 років утримували в Лівії",Події,uk
Кривоноса звільнили з посади заступника секретаря РНБО,Події,uk
Йосиф Зісельс дав оцінку вчорашнім подіям у Бабиному Ярі,Події,uk
У Раді Європи висловили співчуття у зв'язку з загибеллю людей у Харкові,Події,uk
"Станція ""Академік Вернадський"" привітала українців із Новим роком",Події,uk
Британія завершила процес Brexit і залишає Євросоюз,Події,uk
Суд задовольнив заяву прокурорів про відкликання клопотання про обрання запобіжного заходу Татарову,Події,uk
На Прикарпатті фотограф зробив рідкісні знімки рисей,Події,uk
Працівники Google створили профспілку,Події,uk
Україна хоче провести Олімпіаду у 2030 або 2032 році,Події,uk
У будинках кримських татар в окупованому Криму вночі почалися обшуки,Події,uk
"Аварія на ділянці газопроводу ""Уренгой-Помари-Ужгород"" не вплинула на транзит газу до Європи, - ОГТСУ",Події,uk
У села під Лубнами відновили газопостачання,Події,uk
Єнін: Іран та Україна бачать розслідування збиття літака МАУ під Тегераном кардинально протилежно,Події,uk
У Києві заклали сквер пам'яті загиблих у катастрофі літака МАУ в Ірані,Події,uk
На борту індонезійського Boeing перебували 62 людини,Події,uk
Сьогодні християни східного обряду відзначають Різдво Христове,Події,uk
"МЗС: Українців не було на борту літака, який зазнав катастрофи в Індонезії",Події,uk
В Україні відзначають Водохреще,Події,uk
"Біля берегів Туреччини затонув катер з біженцями, є загиблі",Події,uk
Порошенко розраховує на автокефалію УПЦ до річниці Хрещення Русі,Події,uk
Facebook надає доступ до даних користувачів мінімум 60 найбільшим виробникам смартфонів,Події,uk
В ООН закликали Україну розслідувати напади на циган,Події,uk
У КНДР провели кадрові зміни на трьох керівних посадах в армії,Події,uk
Іран закликає країни зберегти ядерну домовленість після виходу з неї США,Події,uk
"Індія успішно випробувала міжконтинентальну балістичну ракету ""Агні-5""",Події,uk
Усик відновився після травми і готується до фіналу Ліги чемпіонів проти росіянина Гассіева,Події,uk
"Детектор брехні підтвердив наміри Савченко вчинити збройний переворот, - СБУ",Події,uk
"У Сінгапурі на 17-й конференції ""Діалог Шангрі-Ла"" обговорювали ядерну проблему Корейського півострова",Події,uk
"Авіакатастрофа в Індонезії: посольство перевіряє, чи були українці на борту літака",Події,uk
"СБУ розслідуватиме вибух на газопроводі біля Лубнів, не виключено диверсію",Події,uk
Помпео звинуватив Іран в покриванні винних у авіатрощі МАУ,Події,uk
На Буковині виявили зуб мамонта,Події,uk
"Перша німецька компанія вийшла з проєкту ""Північний потік - 2""",Події,uk
Ердоган привітав повернення українських моряків з Лівії,Події,uk
Україна висловлює співчуття через авіакатастрофу рейсу Sriwijaya SJ182,Події,uk
"Рятувальники знайшли ""чорні скриньки"" індонезійського літака, який розбився",Події,uk
"Іран не назвав імена обвинувачених чиновників, - Єнін",Події,uk
У Краматорську вшанували пам’ять захисників Донецького аеропорту,Події,uk
Від сьогодні сфера обслуговування повністю переходить на українську мову,Події,uk
У справі про пожежу в Харкові затримали чотирьох осіб,Події,uk
"Єрмак заявив, що Центр протидії дезінформації запрацює наступного тижня",Події,uk
Президент провів перестановки в керівництві СБУ,Події,uk
Від кулі снайпера 21 січня загинув морський піхотинець Олександр Отреп'єв,Події,uk
Помер голова фінансової групи Rothschild,Події,uk
"Сполучені Штати ввели санкції проти РФ через ""Північний потік - 2""",Події,uk
Україна зайняла двадцять п'яте місце у рейтингу найпотужніших армій світу,Події,uk
"Врятовані українські моряки з суховантажу Arvin прибули до Одеси, - МЗС",Події,uk
На острові Хортиця виявили найменшу пташку України вагою п'ять грамів,Події,uk
Туреччина залучила два гелікоптери до пошуку українських моряків,Події,uk
"МЗС: На затонулому біля берегів Туреччини судні було 10 українців і 2 іноземці, 6 людей врятували, 2 загинули, пошуки 4 тривають",Події,uk
"""46-й президент США"": спецмарафон на ""5 наналі"" до інавгурації Джо Байдена",Події,uk
Військово-патріотичні організації Харкова слідкуватимуть за порядком 8-9 травня,Події,uk
Прем`єр-міністр Туреччини подав у відставку,Події,uk
Вінничани відзначили другу річницю створення батальйону «Азов»,Події,uk
Сьогодні у світі відзначають День пам’яті Голокосту,Події,uk
В Івано-Франківську пройде мистецький фестиваль «Карпатський простір»,Події,uk
Туристичний потік в Україну за 2 роки скоротився на 93%,Події,uk
День вишиванки пройде на всіх континентах,Події,uk
У Вінниці російські рублі «вимітали» з України і «пускали за вітром» в небо,Події,uk
"Рада прокурорів України обрала голову, його заступника і секретаря",Події,uk
У Луцьку встановили пам`ятну дошку загиблому під Іловайськом солдату,Події,uk
"На Яворівському полігоні вибухнула граната, один військовий загинув",Події,uk
Одеський суд повернув 60 кг бурштину контрабандистці,Події,uk
У результаті авіаудару по таборі біженців у Сирії загинули десятки людей,Події,uk
У Харкові невідомий залишив пакет з гранатами у поліцейському відділку,Події,uk
"У Миколаєві з заводу вийшла шаланда ""Кримський-3""",Події,uk
"Назарбаєв застеріг від ""українського сценарію"" в Казахстані",Події,uk
"На шахті на Донеччині стався обвал: двоє гірників заблоковані, - КВПУ",Події,uk
"У Києві відбулося вшанування пам'яті українських захисників ""кіборгів""",Події,uk
Cьогодні відбудеться онлайн-марафон присвячений вшануванню пам'яті захисників Донецького аеропорту,Події,uk
Джо Байден став 46-м президентом Сполучених Штатів,Події,uk
У Києві відбудеться прем’єра фільму про боротьбу жінок за владу на місцевих виборах 2020 року,Події,uk
Житомирські будівельники продовжують будівництво фортифікаційних споруд в зоні АТО,Події,uk
Хода з ушанування пам'яті перших загиблих учасників Революції Гідності  відбудеться 25 січня,Події,uk
В Одесі з'явився цілодобовий велопатруль,Події,uk
Чехія нагородила лідера кримських татар Джемілєва медаллю &quot;За заслуги у дипломатії&quot;,Події,uk
Президент повідомив про звільнення шістьох українських моряків із піратського полону,Події,uk
У Москві на Пушкінські площі чоловік намагався вчинити самоспалення,Події,uk
"Український підліток, якого побили в Парижі,  почав виходити з коми",Події,uk
Українські ВМС провели тренування із кораблями США в Чорному морі,Події,uk
Зеленський вшанував пам'ять Лесі Українки,Події,uk
Порошенко анонсував з'їзд БПП та оновлення партії,Події,uk
У Генпрокуратурі допитали колишнього заступника глави АП Портнова,Події,uk
Кабмін оскаржить рішення ОАСК щодо скасування нового правопису,Події,uk
Помер батько Василя Сліпака,Події,uk
Президенти України і Польщі співчувають у зв'язку з жертвами ДТП українського автобуса в Польщі,Події,uk
"Окружний адмінсуд Києва скасував постанову про новий український правопис, - адвокат",Події,uk
"Інформація про вік подарованої Лаврову ікони та її вивезення із Луганська поки не підтверджена, - Мінкульт",Події,uk
До Чорного моря увійшов американський есмінець USS Porter,Події,uk
